name,unique_exits,total_exits,exit_rate
/wissen/14a-enwg-netzorientierte-steuerung-von-verbrauchseinrichtungen-in-der-marktkommunikation,1,1,33.0
/wissen/gpke-fristen-im-lieferantenwechsel,1,1,33.0
/wissen/artikel/makomabishub,1,1,33.0
/whitepaper/mabis-hub,1,1,33.0
/wissen/rueckwirkende-vertragsaufloesung-in-der-grundversorgung-prozesse-fristen-und-ausnahmen,1,1,50.0
/chat/5b6bf905-a4c2-4cf7-aa04-767b2046d234,1,1,100.0
/wissen/artikel/prozessatlas-meter-2-cash-infografik,1,1,33.0
/tags/energiewende,1,1,100.0
/chat/fbfa3c1d-5bc5-43c1-adbf-529a9ca298d3,1,1,100.0
/app/faq,1,1,33.0
/chat/2a8fc6cb-acf5-443f-8bb1-8edb913e7223,1,1,33.0
/tags/demokratie,1,1,100.0
/app/workspace,1,2,14.0
/wissen/utilmd-bgm-z-codes-geschaeftsprozesse-im-detail,1,1,50.0
/chat/6b1518d7-ec0d-4264-ac35-0cb9e79a293f,1,1,100.0
/daten-atlas/datenelemente/dtm-00-formatkennzeichen-fur-datum-uhrzeit,1,1,100.0
/daten-atlas/datenelemente/cta-0150-ansprechpartner-einspeiseprozesse,1,1,100.0
/wissen/thema/partin,1,1,100.0
/wissen/thema/remadv,1,1,100.0
/app/register,1,1,25.0
/daten-atlas/datenelemente/s002-0007-teilnehmerbezeichnung-qualifier,1,1,100.0
/wissen/artikel,1,1,12.0
/chat/682ce3f6-517a-4b91-b068-525af6d1d692,1,1,100.0
/app/bilateral-clarifications,1,1,100.0
/wissen/stellensuche-in-der-marktkommunikation-wo-und-wie-finde-ich-jobs-in-der-energiewirtschaft,1,1,50.0
/daten-atlas/prozesse/netznutzungsabrechnung,1,1,100.0
/wissen/sperrung-und-entsperrung-von-netzanschluessen-verantwortlichkeiten-von-nb-und-msb,1,1,33.0
/wissen/sperrauftrag-bei-lieferantenwechsel-gpke-behandlung-und-fristen,1,1,100.0
/wissen/gpke-statusmeldungen-bedeutung-und-anwendung-im-lieferantenwechsel-und-bei-konfigurationsaenderungen,1,1,50.0
/wissen/thema/utilmd,1,1,100.0
/daten-atlas/visualisierungen/ebd-g-0085,1,1,100.0
/wissen/angenommen-ein-kunde-hat-fragen-zu-einer-ungewoehnlich-hohen-energierechnung-welche-schritte-wuerden-sie-unternehmen-um-die-ursache-zu-ermitteln-und-dem-kunden-zu-helfen-erwaehnen-sie-auch-moegliche-ursachen-die-ausserhalb-der-marktkommunikation-liegen,1,1,50.0
/wissen/bilateraler-stammdatenabgleich-fehlerbehebung-und-harmonisierung-in-der-marktkommunikation,1,1,25.0
