Die häufigsten Seiten,Klicks,Impressionen,CTR,Position
https://stromhaltig.de/daten-atlas/datenelemente/bgm-z57-ubermittlung-von-werten-an-esa,1,4,25%,3.25
https://stromhaltig.de/wissen/14a-enwg-netzorientierte-steuerung-von-verbrauchseinrichtungen-in-der-marktkommunikation,1,4,25%,4
https://stromhaltig.de/articles/ki_in_der_mako,1,3,33.33%,3.67
https://stromhaltig.de/articles/eog-energierichtungsangabe,1,3,33.33%,6
https://stromhaltig.de/articles/mako-compliance-core,1,3,33.33%,9.33
https://stromhaltig.de/wissen/mscons-und-invoic-zusammenspiel-im-abrechnungsprozess-der-energiewirtschaft,1,2,50%,2.5
https://stromhaltig.de/training,1,2,50%,4
https://stromhaltig.de/daten-atlas/prozesse/bestellung-einer-technischen-konfiguration-msb,1,2,50%,9
https://stromhaltig.de/daten-atlas/datenelemente/prc-5125-preiskennzeichen,1,1,100%,1
https://stromhaltig.de/daten-atlas/datenelemente/unknown-g-0073-codeliste-gas-nr-g-0073,1,1,100%,1
https://stromhaltig.de/daten-atlas/datenelemente/unt-0065-nachrichtentyp-kennung,1,1,100%,3
https://stromhaltig.de/atlas/pdf/NAD_3124.pdf,1,1,100%,10
https://stromhaltig.de/wissen/fristen-im-prozess-der-ersatz-und-grundversorgung-gpke,0,74,0%,6.78
https://stromhaltig.de/wissen/utilmd-bgm-z-codes-geschaeftsprozesse-im-detail,0,50,0%,6.66
https://stromhaltig.de/wissen/24h-lieferantenwechsel-ein-leitfaden-fuer-die-erfolgreiche-umsetzung,0,47,0%,32.43
https://stromhaltig.de/wissen/utilmd-und-mscons-detailliertes-zusammenspiel-in-der-marktkommunikation,0,44,0%,6.3
https://stromhaltig.de/whitepaper/mabis-hub,0,33,0%,24.85
https://stromhaltig.de/wissen/thema/fehlerbehebung,0,28,0%,6.79
https://stromhaltig.de/articles/lieferantenwechsel-prozess,0,27,0%,23.93
https://stromhaltig.de/wissen/thema/marktkommunikation,0,24,0%,9.25
https://stromhaltig.de/wissen/artikel/edifact-message-analyzer,0,22,0%,16.91
https://stromhaltig.de/wissen/erlaeutern-sie-den-zweck-und-die-typischen-inhalte-der-formate-invoic-und-remadv-im-kontext-der-marktkommunikation,0,22,0%,19.14
https://stromhaltig.de/benutzerhandbuch,0,20,0%,9.3
https://stromhaltig.de/wissen/thema/edifact,0,19,0%,8.11
https://stromhaltig.de/wissen/sperr-und-entsperrprozesse-aus-sicht-des-energielieferanten,0,18,0%,6.78
https://stromhaltig.de/wissen/lfw24-der-24-stunden-lieferantenwechsel-im-energiemarkt-beschleunigung-und-automatisierung,0,18,0%,7.89
https://stromhaltig.de/karriere,0,18,0%,9.78
https://www.stromhaltig.de/wissen/thema/gpke-geli-gas,0,15,0%,42.2
https://stromhaltig.de/data/codeliste-der-zeitreihentypen-1-1d-20210401,0,14,0%,5.29
https://stromhaltig.de/wissen/partin-nachricht-stammdatenmanagement-im-deutschen-energiemarkt,0,14,0%,7.79
https://stromhaltig.de/wissen/thema/malo-id,0,14,0%,72.43
https://stromhaltig.de/wissen/thema/aperak,0,13,0%,5.85
https://stromhaltig.de/daten-atlas/prozesse/stammdatenanderung,0,11,0%,6.27
https://stromhaltig.de/wissen/artikel/bk6-24-210-verfahrensstand,0,11,0%,7.27
https://stromhaltig.de/data,0,11,0%,7.64
https://stromhaltig.de/daten-atlas/datenelemente/unh-0065-nachrichtentyp-kennung,0,11,0%,7.64
https://stromhaltig.de/wissen/artikel/mako-compliance-core,0,11,0%,7.64
https://stromhaltig.de/wissen/artikel/m2c-stammdaten,0,10,0%,6.7
https://stromhaltig.de/articles/bk6-24-210-verfahrensstand,0,10,0%,8.1
https://www.stromhaltig.de/data/codeliste-obis-kennzahlen-medien-2-5b-fehlerkorrektur-20250210,0,10,0%,8.3
https://stromhaltig.de/whitepapers/stammdaten_navigator/Whitepaper_Stammdaten_Navigator.pdf,0,10,0%,8.5
https://stromhaltig.de/wissen/thema/ersatzversorgung,0,10,0%,8.5
https://stromhaltig.de/wissen/community-hub-effizienzsteigerung-in-der-marktkommunikation-der-energiewirtschaft,0,9,0%,6.67
https://stromhaltig.de/wissen/artikel/imsys-rollout-prozess,0,9,0%,7.11
https://stromhaltig.de/data/codeliste-lokationsbuendelstrukturen-1-0-fehlerkorrektur-20241213,0,9,0%,8.78
https://stromhaltig.de/articles/aperak-z17-fehler,0,8,0%,4.25
https://stromhaltig.de/wissen/thema/compliance,0,8,0%,49.12
https://stromhaltig.de/daten-atlas/datenelemente/rff-0009-prufidentifikator,0,7,0%,6.86
https://stromhaltig.de/wissen/thema/utilmd,0,7,0%,9
https://stromhaltig.de/wissen/faq-behebung-von-aperak-fehlercode-z20-im-messwertclearing-cs-3-0,0,6,0%,5
https://stromhaltig.de/wissen/thema/gpke,0,6,0%,9.33
https://stromhaltig.de/wissen/rueckwirkende-abmeldung-der-grundversorgung-unzulaessigkeit-und-ausnahmen,0,6,0%,10.17
https://stromhaltig.de/wissen/thema/netzanschluss,0,6,0%,78.83
https://stromhaltig.de/daten-atlas/datenelemente/rff-1056-versionsnummer,0,5,0%,1.6
https://stromhaltig.de/daten-atlas/datenelemente/ebd-e-0407-ebd-nr-e-0407-ebd-zur-erneuten-prufung-der-netznutzungsrechnung-nach-erhalt-der-comdis,0,5,0%,2
https://stromhaltig.de/app/,0,5,0%,2.2
https://stromhaltig.de/wissen/sperrung-und-entsperrung-von-netzanschluessen-verantwortlichkeiten-von-nb-und-msb,0,5,0%,3.8
https://stromhaltig.de/wissen/thema/partin,0,5,0%,4.2
https://stromhaltig.de/wissen/thema/bdew-code,0,5,0%,4.6
https://stromhaltig.de/mcp-service,0,5,0%,7.4
https://stromhaltig.de/daten-atlas/datenelemente/bgm-1004-belegart-code,0,5,0%,7.6
https://stromhaltig.de/wissen/stellensuche-in-der-marktkommunikation-wo-und-wie-finde-ich-jobs-in-der-energiewirtschaft,0,5,0%,8.6
https://stromhaltig.de/daten-atlas/visualisierungen/partin-200000,0,4,0%,2.5
https://stromhaltig.de/wissen/bedeutung-des-codes-z26-in-der-energiewirtschaft,0,4,0%,2.5
https://stromhaltig.de/daten-atlas/prozesse/abmeldung-lieferende-bei-auszug,0,4,0%,3
https://stromhaltig.de/wissen/rueckwirkende-vertragsaufloesung-in-der-grundversorgung-prozesse-fristen-und-ausnahmen,0,4,0%,3.75
https://stromhaltig.de/daten-atlas/datenelemente/gei-0120-prufidentifikator,0,4,0%,5.75
https://stromhaltig.de/daten-atlas/datenelemente/s005-0026-anwendungsreferenz,0,4,0%,7
https://stromhaltig.de/daten-atlas/prozesse/lieferantenwechsel,0,4,0%,7.25
https://stromhaltig.de/daten-atlas/datenelemente/partin-200000-ansprechpartner-rahmenvertrage,0,4,0%,8.25
https://stromhaltig.de/wissen/thema/remadv,0,4,0%,9
https://stromhaltig.de/wissen/thema/messlokation,0,4,0%,11.75
https://stromhaltig.de/screenshot-analysis,0,3,0%,2
https://stromhaltig.de/daten-atlas/datenelemente/bgm-z29-abrechnung-des-messstellenbetriebs-vom-msb-an-den-lf,0,3,0%,5
https://stromhaltig.de/tags/wettbewerblicher-messstellenbetreiber/,0,3,0%,6
https://stromhaltig.de/daten-atlas/visualisierungen/ide-e-0407,0,3,0%,7.33
https://stromhaltig.de/wissen/schnittstellen-der-marktkommunikation-zu-anderen-unternehmensbereichen-in-der-energiewirtschaft,0,3,0%,7.33
https://stromhaltig.de/wissen/thema/wim,0,3,0%,8.67
https://stromhaltig.de/daten-atlas/visualisierungen/ebd-e-0407,0,3,0%,9
https://stromhaltig.de/benutzerhandbuch/grundlagen-der-marktkommunikation-ueberblick,0,3,0%,10
https://stromhaltig.de/daten-atlas/datenelemente/cav-00029-zahleinrichtung-zahlergrosse-gas,0,3,0%,10
https://stromhaltig.de/daten-atlas/datenelemente/sts-c556-statusanlass,0,3,0%,10
https://stromhaltig.de/wissen/artikel,0,3,0%,10.33
https://stromhaltig.de/whitepaper/ki_mako_smb,0,3,0%,17
https://stromhaltig.de/daten-atlas/datenelemente/lin-7140-produkt-leistungsnummer,0,2,0%,1.5
https://stromhaltig.de/daten-atlas/datenelemente/pia-4347-produkt-erzeugnisnummer-qualifier,0,2,0%,2
https://stromhaltig.de/daten-atlas/datenelemente/qal-za4-fehlerhafte-ablesung,0,2,0%,2
https://stromhaltig.de/daten-atlas/datenelemente/aperak-ebene-name,0,2,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/lin-c212-waren-leistungsnummer-identifikation,0,2,0%,3
https://stromhaltig.de/daten-atlas/visualisierungen/rff-z13,0,2,0%,3
https://stromhaltig.de/whitepapers/ki_mako_smb/ki_mako_smb.pdf,0,2,0%,3
https://stromhaltig.de/wissen/artikel/wissensmanagement-energiewirtschaft,0,2,0%,4
https://stromhaltig.de/daten-atlas/datenelemente/bgm-za8-brennwertkorrektur,0,2,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/insrpt-0070-mp-id-absender,0,2,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/unh-0026-nachrichtenreferenznummer,0,2,0%,5
https://stromhaltig.de/daten-atlas/prozesse/grund-und-ersatzversorgung,0,2,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/bgm-c106-dokumenten-nachrichten-identifikation,0,2,0%,5.5
https://stromhaltig.de/daten-atlas/datenelemente/ebd-e-0264-ebd-nr-e-0264-zur-prufung-der-abrechnung-einer-fur-den-esa-erbrachten-leistung,0,2,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/nad-0090-mp-id-empfanger,0,2,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/tax-5279-zoll-steuer-gebuhrenrate-code,0,2,0%,6
https://www.stromhaltig.de/data/codeliste-obis-kennzahlen-medien-2-5b-20240125,0,2,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/partin-sg7-kontaktinformationen,0,2,0%,6.5
https://stromhaltig.de/wissen/sperrauftrag-bei-lieferantenwechsel-gpke-behandlung-und-fristen,0,2,0%,6.5
https://stromhaltig.de/daten-atlas/visualisierungen/lin-7140,0,2,0%,7
https://stromhaltig.de/daten-atlas/visualisierungen/pia-4347,0,2,0%,7
https://stromhaltig.de/daten-atlas/datenelemente/bgm-zb9-anderung-tarifschaltzeiten,0,2,0%,7.5
https://stromhaltig.de/daten-atlas/datenelemente/quotes-bez-bdew,0,2,0%,7.5
https://stromhaltig.de/daten-atlas/datenelemente/tax-5305-zoll-steuer-gebuhrenkategorie-code,0,2,0%,7.5
https://stromhaltig.de/daten-atlas/visualisierungen/partin-sg4,0,2,0%,7.5
https://stromhaltig.de/whitepapers/billaterale_klaerung/excellenz_marktkommunikation.pdf,0,2,0%,7.5
https://stromhaltig.de/wissen/thema/messstellenbetreiber,0,2,0%,8.5
https://stromhaltig.de/daten-atlas/visualisierungen/cav-00029,0,2,0%,9.5
https://stromhaltig.de/daten-atlas/visualisierungen/lin-c212,0,2,0%,10
https://stromhaltig.de/daten-atlas/datenelemente/qal-zs9-grund-der-ersatzwertbildung-gemass-angaben-auf-ebene-der-messlokation,0,2,0%,11
https://stromhaltig.de/daten-atlas/datenelemente/quotes-st-st,0,2,0%,11
https://stromhaltig.de/wissen/thema/abrechnung,0,2,0%,44.5
https://stromhaltig.de/daten-atlas/datenelemente/tax-00058-umsatzsteuer-der-rechnung,0,2,0%,71.5
https://jobs.stromhaltig.de/search?q=Marktkommunikation,0,2,0%,92.5
https://blog.stromhaltig.de/wissen/thema/g_0032,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/cci-1180-anderungsmoglichkeit-der-konfiguration-im-smgw,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/cux-00031-falligkeitsdatum,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/dtm-203-ausfuhrungsdatum,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/nad-0160-mp-id-empfanger,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/prc-5284-nachlass-zuschlags-kennzeichen,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/segmentname-rff-geratenummer,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/ucm-de0085-syntaxfehler-im-unh-oder-unt-segment,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/ucm-de0098-numerische-zahlerposition-des-fehlerhaften-datenelements-bzw-der-datenelementgruppe,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/unh-0010-nachrichtenkopfsegment,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/unt-0068-allgemeine-zuordnungs-referenz,0,1,0%,1
https://stromhaltig.de/daten-atlas/prozesse/messstellenbetriebsabrechnung,0,1,0%,1
https://stromhaltig.de/glossary/analogdaten/,0,1,0%,1
https://stromhaltig.de/wissen/erforderliche-it-kenntnisse-fuer-jobs-in-der-marktkommunikation-was-muss-ich-koennen,0,1,0%,1
https://stromhaltig.de/wissen/thema/energiewirtschaft,0,1,0%,1
https://stromhaltig.de/wissen/thema/netzbetreiber,0,1,0%,1
https://www.stromhaltig.de/app,0,1,0%,1
https://stromhaltig.de/daten-atlas/datenelemente/ide-1004-identifikator-des-edi-standards,0,1,0%,2
https://stromhaltig.de/daten-atlas/datenelemente/ide-e-0406-ebd-nr-e-0406-ebd-zur-prufung-der-netznutzungsrechnung-zwischen-nb-und-lf,0,1,0%,2
https://stromhaltig.de/daten-atlas/datenelemente/lin-00029-nach-typ-2-aus-backend,0,1,0%,2
https://stromhaltig.de/daten-atlas/datenelemente/lin-00062-erforderliches-messprodukt-fur-werte-nach-typ-2-aus-backend,0,1,0%,2
https://stromhaltig.de/daten-atlas/datenelemente/unknown-s-0078-codeliste-strom-nr-s-0078,0,1,0%,2
https://stromhaltig.de/daten-atlas/visualisierungen/xxx-g-0085,0,1,0%,2
https://stromhaltig.de/whitepaper/prozessatlas-m2c,0,1,0%,2
https://stromhaltig.de/wissen/artikel/4-phasen-workflow-klaerfallmanagement,0,1,0%,2
https://stromhaltig.de/daten-atlas/datenelemente/cci-00023-zugeordnete-schaltzeitdefinition,0,1,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/dtm-00-formatkennzeichen-fur-datum-uhrzeit,0,1,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/ebd-e-0243-ebd-nr-e-0243-storno-verarbeiten-codeliste-zur-prufung-fur-die-antwort-auf-eine-stornierung-abrechnun-1vb9ges,0,1,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/kein-segment-zq9-verwendung-von-werten-des-stormengenzahlwerks,0,1,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/kein-segment-zs0-ersatzwertbildungsverfahren-gemass-angaben-auf-ebene-der-messlokation,0,1,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/lin-00031-konfigurationserlaubnis-fur-werte-nach-typ-2-aus-smgw,0,1,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/nh-pricat-d-20b-un-2-0d-unbekannt,0,1,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/pia-1080-erforderliches-produkt-konfigurationserlaubnis-fur-werte-nach-typ-2-aus-smgw,0,1,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/pia-1170-zugeordnete-schaltzeitdefinition,0,1,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/rff-1156-zeilennummer,0,1,0%,3
https://stromhaltig.de/daten-atlas/datenelemente/unb-0010-empfangerbezeichnung,0,1,0%,3
https://stromhaltig.de/egefragt/photovoltaik/,0,1,0%,3
https://stromhaltig.de/wissen/netzregulierung-assetmanagement-kernaufgaben-rahmenbedingungen-und-optimierung,0,1,0%,3
https://stromhaltig.de/wissen/thema/z17,0,1,0%,3
https://stromhaltig.de/wissen/thema/zeitreihenanalyse,0,1,0%,3
https://stromhaltig.de/articles/imsys-rollout-prozess,0,1,0%,4
https://stromhaltig.de/atlas/pdf/EBD_E_0267.pdf,0,1,0%,4
https://stromhaltig.de/daten-atlas/datenelemente/cta-00024-ansprechpartner,0,1,0%,4
https://stromhaltig.de/daten-atlas/datenelemente/ide-e-0407-ebd-nr-e-0407-ebd-zur-erneuten-prufung-der-netznutzungsrechnung-nach-erhalt-der-comdis,0,1,0%,4
https://stromhaltig.de/daten-atlas/datenelemente/rff-0090-mp-id-absender,0,1,0%,4
https://stromhaltig.de/daten-atlas/datenelemente/segmentgruppe-5-0500-ajt-abweichungsgrund-auf-positionsebene,0,1,0%,4
https://stromhaltig.de/daten-atlas/datenelemente/ucf-13-fehlt,0,1,0%,4
https://stromhaltig.de/daten-atlas/datenelemente/unb-s005-ubertragungsdatum,0,1,0%,4
https://stromhaltig.de/wissen/thema/community-hub,0,1,0%,4
https://stromhaltig.de/wissen/thema/grundversorgung,0,1,0%,4
https://stromhaltig.de/atlas/pdf/FEHLENDE_TABELLE_S011.pdf,0,1,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/ajt-4465-anpassungsgrund-code,0,1,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/cntrl-de0098-numerische-zahlerposition-des-fehlerhaften-datenelements,0,1,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/dtm-2005-datums-oder-uhrzeits-oder-zeitspannen-funktion-qualifier,0,1,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/imd-7009-produkt-leistungsbeschreibung-code,0,1,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/imd-7077-beschreibungsformat-code,0,1,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/moa-5025-geldbetrag-qualifier,0,1,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/rff-2230-referenz-auf-vorgangerrechnung,0,1,0%,5
https://stromhaltig.de/daten-atlas/datenelemente/sts-c601-statuskategorie,0,1,0%,5
https://stromhaltig.de/daten-atlas/visualisierungen/bgm-z29,0,1,0%,5
https://stromhaltig.de/glossary/kwkgesetz,0,1,0%,5
https://stromhaltig.de/wissen/mispel-marktintegration-von-speichern-und-ladepunkten-auswirkungen-auf-marktkommunikation-und-flexibilitaetsmaerkte,0,1,0%,5
https://stromhaltig.de/wissen/thema/lieferantenwechsel,0,1,0%,5
https://stromhaltig.de/data/codeliste-lokationsbundelstrukturen-1-0-fehlerkorrektur-20241213,0,1,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/bgm-1225-nachrichtenfunktion-code,0,1,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/bgm-987-funktion,0,1,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/bgm-c002-bezeichner,0,1,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/cta-3139-funktion-des-ansprechpartners-code,0,1,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/dtm-00008-gultigkeitsdauer-bindungsfrist-des-angebots,0,1,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/ide-1011-nachrichtenart-kennung,0,1,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/kein-segment-zr0-umgangs-und-korrekturmengen,0,1,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/prc-e-0259-ebd-nr-e-0259-rechnung-verarbeiten-codeliste-zur-prufung-der-abrechnung-von-dienstleistungen-zwischen-zvsv5t,0,1,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/prc-e-0407-ebd-nr-e-0407-ebd-zur-erneuten-prufung-der-netznutzungsrechnung-nach-erhalt-der-comdis,0,1,0%,6
https://stromhaltig.de/daten-atlas/datenelemente/unh-0077-empfanger-kennung,0,1,0%,6
https://stromhaltig.de/daten-atlas/visualisierungen/pia-1080,0,1,0%,6
https://stromhaltig.de/atlas/pdf/NH_PRICAT_D_20B_UN_2_0D.pdf,0,1,0%,7
https://stromhaltig.de/daten-atlas/datenelemente/bgm-z74-bestellung-eines-angebots-einer-konfiguration,0,1,0%,7
https://stromhaltig.de/daten-atlas/datenelemente/contrl-beispiel-de0085-syntaxfehler-im-unh-oder-unt-segment,0,1,0%,7
https://stromhaltig.de/daten-atlas/datenelemente/nad-3251-postleitzahl-code,0,1,0%,7
https://stromhaltig.de/daten-atlas/datenelemente/prc-6411-preisbasis,0,1,0%,7
https://stromhaltig.de/daten-atlas/datenelemente/rff-1154-referenz-identifikation,0,1,0%,7
https://stromhaltig.de/daten-atlas/datenelemente/unz-00042-nutzdaten-endesegment,0,1,0%,7
https://stromhaltig.de/daten-atlas/visualisierungen/dtm-00008,0,1,0%,7
https://stromhaltig.de/daten-atlas/visualisierungen/nad-3035,0,1,0%,7
https://stromhaltig.de/daten-atlas/visualisierungen/rff-0030,0,1,0%,7
https://stromhaltig.de/atlas/pdf/BGM_Z29.pdf,0,1,0%,8
https://stromhaltig.de/atlas/pdf/LF_E_0568.pdf,0,1,0%,8
https://stromhaltig.de/daten-atlas,0,1,0%,8
https://stromhaltig.de/daten-atlas/datenelemente/aperak-0090-referenznummer-version-mit-datum,0,1,0%,8
https://stromhaltig.de/daten-atlas/datenelemente/ebd-g-0079-codeliste-gas-nr-g-0079-codeliste-fur-die-prufung-der-kapazitatsrechnung,0,1,0%,8
https://stromhaltig.de/daten-atlas/datenelemente/nad-3036-beteiligter,0,1,0%,8
https://stromhaltig.de/daten-atlas/datenelemente/prc-e-0406-ebd-nr-e-0406-ebd-zur-prufung-der-netznutzungsrechnung-zwischen-nb-und-lf,0,1,0%,8
https://stromhaltig.de/daten-atlas/datenelemente/pri-c509-preisinformation,0,1,0%,8
https://stromhaltig.de/daten-atlas/datenelemente/qal-za6-umbau-der-messlokation,0,1,0%,8
https://stromhaltig.de/daten-atlas/datenelemente/ide-e-0568-ebd-nr-e-0568-erneut-rechnung-messstellenbetrieb-mit-ims-gegenuber-dem-nb-prufen,0,1,0%,9
https://stromhaltig.de/daten-atlas/datenelemente/sts-9015-statuskategorie-code,0,1,0%,9
https://stromhaltig.de/daten-atlas/datenelemente/unh-s009-nachrichtenkennung,0,1,0%,9
https://stromhaltig.de/daten-atlas/datenelemente/unknown-s-0075-codeliste-strom-nr-s-0075,0,1,0%,9
https://stromhaltig.de/tags/batteriespeicher/,0,1,0%,9
https://stromhaltig.de/wissen/thema/aregv,0,1,0%,9
https://stromhaltig.de/wissen/wie-funktioniert-die-chat-funktion,0,1,0%,9
https://stromhaltig.de/beratung,0,1,0%,10
https://stromhaltig.de/data/codeliste-konfigurationen-1-3b-20241001,0,1,0%,10
https://stromhaltig.de/daten-atlas/datenelemente/cci-00044-messwerterfassung,0,1,0%,10
https://stromhaltig.de/daten-atlas/datenelemente/ebd-g-0080-codeliste-gas-nr-g-0080-codeliste-fur-die-prufung-der-aggregierten-menge-und-des-abrechnungszeitraums-159f71d,0,1,0%,10
