name,unique_entrances,total_entrances,visit_duration
/app/faq,1,1,734
/wissen/datenaustausch-in-der-marktkommunikation-lieferanten-und-netzbetreiber,1,1,0
/daten-atlas/datenelemente/bgm-z29-abrechnung-des-messstellenbetriebs-vom-msb-an-den-lf,1,1,67
/articles/utilmd-stammdaten,1,1,0
/wissen/artikel/bk6-24-210-verfahrensstand,1,1,0
/app/faqs/3c91f1c7-910c-42df-ba9a-20e561d5327b,1,1,0
/wissen/pv-stromnutzung-ueber-standortgrenzen-hinweg-bilanzielle-durchleitung-ppa-und-energy-sharing,1,1,0
/wissen/partin-nachricht-stammdatenmanagement-im-deutschen-energiemarkt,1,1,0
/wissen/thema/wim,1,1,0
/impressum,1,1,134
/wissen/14a-enwg-netzorientierte-steuerung-von-verbrauchseinrichtungen-in-der-marktkommunikation,1,1,0
/articles/standardlastprofile-2025,1,1,0
/training/sap_is-u_edm,1,1,0
/tags/-42b-enwg,1,1,0
/wissen/faq-behebung-von-aperak-fehlercode-z20-im-messwertclearing-cs-3-0,1,1,0
/wissen/artikel/imsys-rollout-prozess,1,2,0
/tags/energiepolitik,1,1,0
/egefragt/arbeitspreis,1,1,0
/glossary/messstellenbetriebsgesetz,1,1,0
/tags/onshore-wind,1,1,0
/wissen/thema/messlokation,1,1,0
/community/public/bk6-24-210-api,1,1,281
/daten-atlas/prozesse/stilllegung-eines-netzanschlusses,1,1,25
