Code,CodeType,CompanyName,Source,ValidFrom,ValidTo,City,PostCode,Email,ContactSheetUrl
9983474000007,BDEW Code,"decarbon1ze GmbH",bdew,,,"Berlin",10829,marie-carole.girbal@decarbon1ze.com,
9900796000002,BDEW Code,"Dessauer Stromversorgung GmbH",bdew,,,"Dessau",6844,nhoyer@dvv-dessau.de,
9978675000005,BDEW Code,"DIGImeto GmbH & Co. KG",bdew,,,"Dresden",1069,msb@digimeto.de,
9906318000008,BDEW Code,"Dirk Rossmann GmbH",bdew,,,"Burgwedel",30938,messstellenbetrieb@rossmann.de,
9904317000003,BDEW Code,"Donau-Stadtwerke Dillingen-Lauingen",bdew,,,"Dillingen",89407,m.lehnert@dsdl.de,
9978814000006,BDEW Code,"Dortmunder Energie- und Wasserversorgung GmbH",bdew,,,"Dortmund",44135,kuendigungsservice@dew21.de,
9910938000009,BDEW Code,"Dortmunder Netz GmbH",bdew,,,"Dortmund",44135,netznutzungsservice@do-netz.de,
9905163000007,BDEW Code,"Drescher Elektrotechnik GmbH",bdew,,,"Burgdorf",31303,m.bressem@drescher-elektrotechnik.de,
9985136000002,BDEW Code,"DSM Deutsche Strommessung GmbH",bdew,,,"Frankfurt am Main",60313,maximilian.buenn@deutsche-strommessung.com,
9912162000003,BDEW Code,"dvs.net IT-Service GmbH",bdew,,,"Essen",45257,f.broekman@dvs.net,
9979071000003,BDEW Code,"e-netz Südhessen AG",bdew,,,"Darmstadt",64293,patrick.zott@e-netz-suedhessen.de,
9911865000005,BDEW Code,"e-regio GmbH & Co. KG",bdew,,,"Euskirchen",53881,edm@e-regio.de,
9985312000008,BDEW Code,"e-regio Netz GmbH",bdew,,,"Kall",53925,pascal.koehn@e-regio.de,
9907618000003,BDEW Code,"e-shelter power grid GmbH",bdew,,,"Hattersheim am Main",65795,thomas.georgi@e-shelter.com,
9984529000009,BDEW Code,"E-Technik Hüttelmeyer",bdew,,,"Weinstadt",71384,e-technik.huettelmeyer@outlook.de,
9900196000008,BDEW Code,"E-Werk Buchauer",bdew,,,"Frasdorf",83112,buchauer@eg-wolkersdorf.de,
9907252000005,BDEW Code,"E-Werk Gerolsheim",bdew,,,"Frankenthal",67227,jendrik.raethke@stw-frankenthal.de,
9978248000002,BDEW Code,"E-Werk Max Peißker",bdew,,,"Eichicht",7338,kb@max-peissker.de,
9903986000006,BDEW Code,"E-Werk Meckenheim/Pfalz",bdew,,,"Meckenheim",67149,vanessa_schmidt@swneustadt.de,
9907134000008,BDEW Code,"E-Werk Partenstein",bdew,,,"Partenstein",97846,ndl-par@cu-rz.de,
9905995000001,BDEW Code,"E-Werk Rohrdorf Josef Haimmerer",bdew,,,"Rohrdorf",83101,evu-haimmerer@gmx.de,
9903527000001,BDEW Code,"e-werk Sachsenwald GmbH",bdew,,,"Reinbek",21465,philipp.manthey@ewerk-sachsenwald.de,
9900668000007,BDEW Code,"E-Werk Wanfried von Scharfenberg GmbH & Co KG",bdew,,,"Wanfried",37281,lisa.jessl@ewwanfried.de,
9903767000001,BDEW Code,"E-Werke Haniel Haimhausen GmbH & Co. KG",bdew,,,"Haimhausen",85778,r.camp@e-werke-haniel.de,
9904768000008,BDEW Code,"E.DIS Netz GmbH",bdew,,,"Fürstenwalde/Spree",15517,Netznutzung@e-dis.de,
9978317000008,BDEW Code,"e.distherm Energielösungen GmbH",bdew,,,"Schönefeld",12529,rudolf.honerkamp@edistherm.de,
9978343000006,BDEW Code,"e.optimum AG",bdew,,,"Offenburg",77654,msb@eoptimum.de,
9907276000007,BDEW Code,"e.wa riss Netze GmbH",bdew,,,"Biberach an der Riß",88400,o.kutzner@swbc.de,
9900330000004,BDEW Code,"EAM Netz GmbH",bdew,,,"Kassel",34131,marktpartner@eam-netz.de,
9978820000008,BDEW Code,"edikoo GmbH & Co. KG ",bdew,,,"Bad Iburg",49186,msb@edikoo.com,
9978349000000,BDEW Code,"EE Infratec GmbH",bdew,,,"Triberg im Schwarzwald",78098,msb@ee-infratec.de,
9983266000009,BDEW Code,"EGB Bauenergie GmbH",bdew,,,"Berlin",12359,t.tambur@egb-gruppe.de,
9906382000000,BDEW Code,"EGC Energie- und Gebäudetechnik Control GmbH & Co. KG",bdew,,,"Düsseldorf",40547,strom@egc-fm.de,
9978546000001,BDEW Code,"EGC Infrastruktur und Netz GmbH",bdew,,,"Aachen",52068,strom@egc-fm.de,
9904310000000,BDEW Code,"EGF EnergieGesellschaft Frankenberg mbH",bdew,,,"Frankenberg (Eder)",35066,vertrieb@egf-frankenberg.de,
9905151000001,BDEW Code,"EGT Energie GmbH",bdew,,,"Triberg im Schwarzwald",78098,messstellenbetrieb@egt.de,
9903927000007,BDEW Code,"EGT Energievertrieb GmbH",bdew,,,"Triberg im Schwarzwald",78098,marktkommunikation-ev@egt.de,
9903540000004,BDEW Code,"EHG Energie Handel GmbH",bdew,,,"Hannover",30171,e4u@ehg-energie.de,
9900163000007,BDEW Code,"EHINGER ENERGIE GmbH & Co. KG",bdew,,,"Ehingen",89584,clearing@ehinger-energie.de,
9903453000000,BDEW Code,"EHINGER ENERGIE Stromvertrieb GmbH & Co. KG",bdew,,,"Ehingen",89584,vertrieb@ehinger-energie.de,
9903453000000,BDEW Code,"EHINGER ENERGIE Stromvertrieb GmbH & Co. KG",bdew,,,"Ehingen",89584,vertrieb@ehinger-energie.de,
9900147000007,BDEW Code,"Eichsfelder Energie- und Wasserversorgungsgesellschaft mbH",bdew,,,"Duderstadt",37115,bock@ewb-duderstadt.de,
9978400000006,BDEW Code,"EINHUNDERT Energie GmbH",bdew,,,"Köln",50825,energiewirtschaft@einhundert-energie.de,
9911946000007,BDEW Code,"eins energie in sachsen GmbH & Co. KG",bdew,,,"Chemnitz",9111,frank.vitzthum@syneco.net,
9903630000005,BDEW Code,"Eisenacher Versorgungs-Betriebe GmbH",bdew,,,"Eisenach",99817,Nicole.Huenermund@evb-energy.de,
9900221000006,BDEW Code,"ELE Verteilnetz GmbH",bdew,,,"Gelsenkirchen",45879,florian.sachs@evng.de,
9904106000008,BDEW Code,"Elektra-Genossenschaft Effeltrich eG",bdew,,,"Effeltrich",91090,info@elektra-effeltrich.de,
9903968000008,BDEW Code,"Elektra-Genossenschaft Pinzberg eG",bdew,,,"Pinzberg",91361,info@elektra-pinzberg.de,
9910170000007,BDEW Code,"Elektrizitäts - Genossenschaft Tacherting-Feichten eG",bdew,,,"Tacherting",83342,feichtinger@egtf.de,
9904482000003,BDEW Code,"Elektrizitäts- und Wasserversorgungsgenossenschaft Vagen eG",bdew,,,"Feldkirchen-Westerham",83620,info@ewg-vagen.de,
9906849000006,BDEW Code,"Elektrizitäts-Genossenschaft Rettenberg eG",bdew,,,"Rettenberg",87549,info@eg-rettenberg.de,
9910515000000,BDEW Code,"Elektrizitäts-Genossenschaft Röthenbach eG",bdew,,,"Röthenbach",88167,schiessl@eg-roethenbach.de,
9900596000004,BDEW Code,"Elektrizitäts-Genossenschaft Schlachters e.G.",bdew,,,"Sigmarszell",88138,dieter.matheis@eg-schlachters.de,
9900713000001,BDEW Code,"Elektrizitäts-Genossenschaft Schonstett eG",bdew,,,"Schonstett",83137,eder@eg-schonstett.de,
9906938000008,BDEW Code,"Elektrizitäts-Versorgungs-Genossenschaft Perlesreut eG",bdew,,,"Perlesreut",94157,info@evg-perlesreut.de,
9904294000001,BDEW Code,"Elektrizitäts-Werk Ottersberg",bdew,,,"Ottersberg",28870,steffen.indorf@ewerk-ottersberg.de,
9907170000004,BDEW Code,"Elektrizitätsgenossenschaft Dirmstein eG",bdew,,,"Frankenthal",67227,jendrik.raethke@stw-frankenthal.de,
9903996000004,BDEW Code,"Elektrizitätsgenossenschaft Engelsberg eG",bdew,,,"Engelsberg",84549,m.koenig@eg-engelsberg.de,
9900049000006,BDEW Code,"Elektrizitätsgenossenschaft Karlstein eG",bdew,,,"Bad Reichenhall",83435,netz@eg-karlstein.de,
9900474000001,BDEW Code,"Elektrizitätsgenossenschaft Nordhalben und Umgebung eG",bdew,,,"Nordhalben",96365,margit.radlo@eg-nordhalben.de,
9910814000008,BDEW Code,"Elektrizitätsgenossenschaft Oesterweg eG",bdew,,,"Versmold",33775,michael.weber@eg-oesterweg.de,
9903809000000,BDEW Code,"Elektrizitätsgenossenschaft Ohlstadt eG",bdew,,,"Ohlstadt",82441,bichelmeir@ego-ohlstadt.de,
9904433000002,BDEW Code,"Elektrizitätsgenossenschaft Unterneukirchen eG",bdew,,,"Unterneukirchen",84579,disterer@egtf.de,
9900594000006,BDEW Code,"Elektrizitätsgenossenschaft Vogling & Angrenzer eG",bdew,,,"Siegsdorf",83313,netz@eva-siegsdorf.de,
9900632000009,BDEW Code,"Elektrizitätsgenossenschaft Wolkersdorf und Umgebung eingetragene Genossenschaft",bdew,,,"Traunstein/Wolkersdorf",83278,info@eg-wolkersdorf.de,
9911987000008,BDEW Code,"Elektrizitätsnetze Allgäu GmbH",bdew,,,"Lindenberg",88161,markus.eberle@vorarlbergnetz.at,
9903861000006,BDEW Code,"Elektrizitätsvereinigung Böbing eingetragene Genossenschaft (EVB eG)",bdew,,,"Böbing",82389,info@ev-boebing.de,
9903899000002,BDEW Code,"Elektrizitätsversorgungsunternehmen (EVU) der Gemeinde Gochsheim",bdew,,,"Gochsheim",97469,konrad@gochsheim.de,
9903772000004,BDEW Code,"Elektrizitätswerk Aach GmbH",bdew,,,"Tuttlingen",78532,t.sterr@netze-bw.de,
9906267000000,BDEW Code,"Elektrizitätswerk Bruchmühlbach-Miesau",bdew,,,"Bruchmühlbach-Miesau",66892,PK@Stadtwerke-Ramstein.de,
9904022000009,BDEW Code,"Elektrizitätswerk Dahner Felsenland",bdew,,,"Dahn",66994,info@werke-dfl.de,
9904951000005,BDEW Code,"Elektrizitätswerk des Kantons Schaffhausen AG",bdew,,,"Schaffhausen",8201,stefan.schweser@eks.ch,
9900138000008,BDEW Code,"Elektrizitätswerk Diessen Stadler GmbH",bdew,,,"Dießen a.A.",86911,management@ew-diessen.de,
9903670000007,BDEW Code,"Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG",bdew,,,"Goldbach",63773,koelsch@ew-goldbach-hoesbach.de,
9982538000002,BDEW Code,"Elektrizitätswerk Hindelang eG",bdew,,,"Bad Hindelang",87541,philipp@ewhindelang.de,
9906298000003,BDEW Code,"Elektrizitätswerk Leitlein GmbH & Co. KG",bdew,,,"Forchtenberg",74670,leitlein@t-online.de,
9900403000006,BDEW Code,"Elektrizitätswerk Mainbernheim GmbH",bdew,,,"Mainbernheim",97350,edm@ewerk-mainbernheim.de,
9981030000007,BDEW Code,"Elektrizitätswerk Mittelbaden AG & Co. KG",bdew,,,"Lahr",77933,stromhandel@e-werk-mittelbaden.de,
9900492000009,BDEW Code,"Elektrizitätswerk Oberwössen eG",bdew,,,"Oberwössen",83246,bauer@ew-oberwoessen.de,
9907219000006,BDEW Code,"Elektrizitätswerk Rohmund GmbH",bdew,,,"Eschwege",37269,info@ew-rohmund.de,
9981151000001,BDEW Code,"Elektrizitätswerk S c h w e i g e r o.H.G.",bdew,,,"Schwaig",85445,franz@ew-schweiger.de,
9910779000002,BDEW Code,"Elektrizitätswerk Simbach GmbH",bdew,,,"Simbach am Inn",84359,netzbetreiber@e-werk-simbach.de,
9906001000000,BDEW Code,"Elektrizitätswerk Stern KG Bad Endorf",bdew,,,"Bad Endorf",83093,info@ewerk-stern.de,
9910365000002,BDEW Code,"Elektrizitätswerk Tegernsee Carl Miller KG",bdew,,,"Tegernsee",83684,edifact_alle@ewerk-tegernsee.de,
9900648000001,BDEW Code,"Elektrizitätswerk Unterwössen Döllerer & Greimel Netz GmbH & Co. KG",bdew,,,"Unterwössen",83246,netz@ew-unterwoessen.de,
9903421000008,BDEW Code,"Elektrizitätswerk Wennenmühle Schörger GmbH & Co. KG",bdew,,,"Alerheim",86733,martin.schoerger@wennenmuehle.de,
9900693000006,BDEW Code,"Elektrizitätswerk Wörth a.d. Donau Rupert Heider GmbH & Co. KG",bdew,,,"Wörth/Donau",93086,netz.heider@heider-energie.net,
9910602000004,BDEW Code,"Elektrizitätswerke Reutte GmbH & Co. KG",bdew,,,"Füssen",87629,roman.mayr@ewr.at,
9978969000000,BDEW Code,"Elektrizitätswerke Schönau Netze GmbH",bdew,,,"Schönau im Schwarzwald",79677,m.haase@ews-schoenau.de,
9979453000001,BDEW Code,"Elektrizitätswerke Schönau Vertriebs GmbH",bdew,,,"Schönau im Schwarzwald",79677,msb@ee-infratec.de,
9905182000004,BDEW Code,"Elektro Bauer GmbH",bdew,,,"Ortenburg",94496,info@elektrobauer.de,
9911437000003,BDEW Code,"Elektro Benzmüller GmbH & Co KG",bdew,,,"Saarburg",54439,gerd.benzmueller@benzmueller.de,
9904968000006,BDEW Code,"Elektro Buchmann GmbH",bdew,,,"Wehrheim",61273,info@elektrobuchmann.de,
9978837000009,BDEW Code,"Elektro Kürner",bdew,,,"Tübingen",72070,harald.walker@elektro-kuerner.de,
9904673000002,BDEW Code,"Elektro-Findeisen",bdew,,,"Niederau",1689,Elektro-Findeisen@t-online.de,
9906904000008,BDEW Code,"Elektroenergieversorgung Cottbus GmbH",bdew,,,"Cottbus",3046,bodo.kuettner@stadtwerke-cottbus.de,
9985411000008,BDEW Code,"EM Energiemanagement Steffen Kühner",bdew,,,"Kernen im Remstal",71394,kuehner@em-energiemanagement.de,
9903693000000,BDEW Code,"EMB Energieversorgung Miltenberg-Bürgstadt GmbH & Co. KG",bdew,,,"Miltenberg",63897,m.suessner@emb-mil.de,
9903644000009,BDEW Code,"Emscher Lippe Energie GmbH",bdew,,,"Gelsenkirchen",45879,timo.buschmann@ele.de,
9979132000009,BDEW Code,"en Plus Systeme GmbH & Co. KG",bdew,,,"Maxhütte Haidhof",93142,info@enplussysteme.de,
9906768000004,BDEW Code,"ENA Energienetze Apolda GmbH",bdew,,,"Apolda",99510,datenaustausch@en-apolda.de,
9978436000004,BDEW Code,"EnBW Energy Factory GmbH",bdew,,,"Stuttgart",70567,klaerung.synergia@wechselmanagement.de,
9978777000002,BDEW Code,"EnBW Mainfrankenpark GmbH",bdew,,,"Dettelbach",97337,emp@mainfrankenpark.de,
9979410000002,BDEW Code,"EnBW mobility+ AG & Co. KG",bdew,,,"Karlsruhe",76131,wmsb@enbw.com,
9905529000005,BDEW Code,"EnBW Ostwürttemberg DonauRies AG",bdew,,,"Ellwangen Jagst",73479,lw-vertrieb@odr.de,
9903111000003,BDEW Code,"enercity Aktiengesellschaft",bdew,,,"Hannover",30169,edi-monitoring-vertrieb@enercity.de,
9984334000004,BDEW Code,"enercity Flughafen Netz GmbH ",bdew,,,"Hannover",30169,jens.wagner@enercity-netz.de,
9984915000001,BDEW Code,"enercity GridPartner GmbH",bdew,,,"Hannover",30169,jens.otte@enercity-netz.de,
9905462000005,BDEW Code,"enercity Netz GmbH",bdew,,,"Hannover",30459,jens.otte@enercity-netz.de,
9905328000008,BDEW Code,"eneREGIO GmbH",bdew,,,"Muggensturm",76461,n.risse@eneregio.com,
9985382000004,BDEW Code,"energicos GmbH",bdew,,,"Kleinmachnow",14532,j.tourtout@energicos.de,
9985281000006,BDEW Code,"Energie am See GmbH",bdew,,,"Meersburg",88709,David@Energie-Am-See.de,
9905782000008,BDEW Code,"Energie Mittelsachsen GmbH",bdew,,,"Staßfurt OT Brumby",39443,r.weidner@e-ms.de,
9905393000009,BDEW Code,"energie schwaben gmbh",bdew,,,"Augsburg",86199,nominierung@energie-schwaben.de,
9903390000006,BDEW Code,"Energie Waldeck-Frankenberg GmbH",bdew,,,"Korbach",34497,vertrieb.lieferantenwechsel@ewf.de,
9906817000004,BDEW Code,"Energie- und Bäderbetrieb -Elektrizitätswerk der Gemeinde Hauenstein-",bdew,,,"Hauenstein",76846,martin.pfeifer@hauenstein.rlp.de,
9900680000001,BDEW Code,"Energie- und Wassergesellschaft mbH",bdew,,,"Wetzlar",35576,eugen.janzen@enwag.de,
9903058000009,BDEW Code,"Energie- und Wasserversorgung Altenburg GmbH",bdew,,,"Altenburg",4600,vertrieb.kontakt@ewa-altenburg.de,
9905136000000,BDEW Code,"Energie- und Wasserversorgung Bruchsal GmbH",bdew,,,"Bruchsal",76646,andreas.lopp@ewb-bruchsal.de,
9905864000009,BDEW Code,"Energie- und Wasserversorgung Bünde Gesellschaft mit beschränkter Haftung",bdew,,,"Bünde",32257,klussmann@ewb.aov.de,
9900262000007,BDEW Code,"Energie- und Wasserversorgung Hamm GmbH",bdew,,,"Hamm",59065,netznutzung@ewv-hamm-netz.de,
9906174000002,BDEW Code,"Energie- und Wasserversorgung Kirchzarten GmbH",bdew,,,"Kirchzarten",79199,info@ewk-gmbh.de,
9905509000009,BDEW Code,"Energie- und Wasserversorgung Rheine GmbH",bdew,,,"Rheine",48427,zaehlermanagement@swrheine.de,
9984837000006,BDEW Code,"Energie- und Wasserwerke Bautzen GmbH",bdew,,,"Bautzen",2625,frank_hentschel@ewbautzen.de,
9978634000004,BDEW Code,"Energie- und Wirtschaftsberatung Herbert Oepen",bdew,,,"Niederzier",52382,herbert.oepen@wbho.de,
9985127000003,BDEW Code,"Energie-Direkt GmbH",bdew,,,"Greven",48268,constantin.koslowski@energie-direkt.eu,
